image/key,en_caption_2,es_caption_2
383b0ffbe7edeaef,A view of a car's dashboard and through its windshield looking at another car.,Volante y tablero de un coche de lujo bajo el sol
386496a25f4ae578,Purple painted nails on four fingers of a hand.,Dedos de mano femenina con esmalte morado y azul.
38bb2af3d81205f1,A profile portrait of an elephant with white tusks in a forest surrounded by trees.,Elefante adulto visto de costado en una reserva natural.
38bfae6e178c2ca8,Coastal area of an ocean.,Playa rocosa y montaña al fondo durante hermoso día
390e0e4329e000ba,Freshly boiled prawns with mayonnaise and lettuce.,Platillo japonés con camarones lechuga y más vegetales en plato blanco
391a8f7083458a57,"A gray, white and black dress on a mannequin.",Vestido en maniquí visto desde fuera.
393f541b9626d9c6,A smiling woman with spectacles in a restaurant.,Mujer en restaurante posando para la fotografía
39412932bb0e0eff,Display of car gear and AC controllers.,"Estéreo, encendedor, panel de control central y palanca de velocidades."
394a2ae799d16cbf,"A golden idol with stone sculptures of two elephants behind it, and three pillars with golden sculptures on either side.","Estructuras de oro, dos elefantes con estructuras de metal y escultura en medio"
398d3aedbda4056c,An aerial view of the walls of dubrovnik.,Imagen aérea de ciudad en la playa en bonito día soleado
39919bc22d76a0d9,An interior view of a piano strings.,Acercamiento de interior de piano
3996d61fca26d737,Williams fw31 on the road.,Automovil azul de carreras en la pista
39a4cb342871bde0,Fresh fish in the marketplace.,Acercamiento de pescados en hielo en el mercado
39a6992648ff4f6e,A portrait of young women.,Retrato de mujer rubia de ojos azules
39c46507c8483e6d,A flag waving on the wind on a flag post.,Bandera de Noruega ondeando en el cielo
39cf648b4f935c11,A night view of two tall cranes in front of two buildings with other buildings in the background.,Gran edificio en construcción en la ciudad durante la noche
39e33e92be8b0bf7,A red car parked in a parking lot.,Automóviles clásicos estacionados en el parqueadero
39f4fa3ee5b05e45,A hill with caves that has steps leading up to it.,Vista aérea de montañas de arena y cielo con nubes
3a1d9416deb7de88,A milk thistle in the garden.,Acercamiento de flor de cardo en la naturaleza
3a3255202e45c0ff,A woman is holding a mic while a chef is talking into it while demonstrating something.,Mujer entrevistando a chef en la cocina de restaurante
3a339427fea654cb,A stone sculpture in a field with trees and a building behind it.,"Monumento en medio del parque, edificios al fondo"
3a3d26d33f8f7a1f,An aerial view of railway station.,Vías de tren de gran estación en medio de la ciudad
3a47a2f8236c8378,A woolen toy on the top of a bronze sculpture.,Muñeco de ave tejido en monumento en medio del parque de la ciudad
3a4b31bca6d0df2e,Two glasses with milky drinks and straws in a table.,Dos bebidas en vaso de vidrio en una mesa con popote sobre mesa de un restaurante.
3a60b3d1c8db508c,Three people are standing and posing together with the middle person holding an award citation.,"Mujer vestida de soldado, hombre en uniforme mostrando un reconocimiento y hombre en traje posando para una foto."
3a779071a540a3a2,Three chinchillas sitting on a beam in a cage.,Tres chinchillas en un jaula.
3a8129b023032713,Red helicopter in air.,Helicóptero sobrevolando el cielo y rociando agua.
3a91292fc5ee893c,Green plants in the garden.,Acercamiento de planta en sembradío.
3accc1de7bb448ed,Back view through leave of a monkey lying on an intersection of two branches.,Perezoso descansando sobre una rama en un área reservada.
3ae5946dec5d5f14,A glass of smoothie on the wooden table.,Fruta cortada sobre yoghurt.
3af2bd1dd1f8f837,Two women in front of an oven in a kitchen.,Personas en la cocina realizando distintas actividades como lavar los trastes y usando el horno.
3afa2fc6ffe00a29,"A bush on a slope, with trees and bushes in the distance.",Palmera en el bosque de día.
3b02dbd10920b8b0,Chair and table with several items in a room.,Mesita interior de habitación de hotel.
3b0f87dd5db077f0,Facade of a restaurant.,Fachada de ladrillos de establecimiento con puerta de vidrio.
3b12c4f7edd1eedb,Skateboarder skateboarding in the skate park.,Patinador haciendo acrobacias mientras lo fotografían y observan de día.
3b1cfdbc7616a8c8,Beautiful landscape in the high mountains.,Vista panorámica de las montañas con cielo nublado.
3b1e6e65fbd52580,"A wall painting of a woman carrying a young child, and a king and a queen on their two sides.",Mural de imágenes religiosas interior de una iglesia ortodoxa.
3b243ec75b2429dd,Black and white image of people standing in the exhibition.,Hombres con vestimenta tradicional china con figurilla en evento.
3b28fbcc74f71916,Cute papillon sitting on the floor.,Tierno cachorro sentado en el piso.
3b3f2825503c4bd7,A stack of Brussels sprouts in a colander.,Coles de bruselas frescas en rejilla de metal.
3b44cae94f45e7db,Calluna plants in the garden.,Acercamiento de jardín lleno de flores lilas
3b481f7bf1be9c11,Omelet with tomato sauce and cucumber on the white plate.,Omelette de huevo con ingredientes varios servido con catsup y ensalada a un lado en un plato extendido con cuchara.
3b825ea9d84a44ee,Two coyotes running in the jungle.,Coyotes caminando en el bosque a un costado del camino.
3b953530d59d434c,Three beautiful cats sitting together.,Tres gatitos acurrucados en un sofá.
3bc2b95b280acc81,Four kids posing together.,Niños posando para foto en sitio al aire libre.
3bc4358d0edbb0f6,Crispy fried calamari on the white plate.,Calamar frito servido en plato.
3c14f9af71394770,Tomato egg fried rice served on the white plate with a silver spoon.,"Arroz frito con jitomate y huevo, servido en plato con cuchara."
3c1925831e764226,The nativity scene of Christmas crib.,Escena de nacimiento de cerámica en la noche
3c27666c417ee021,Orange boots on the white wooden table.,Botas de nieve sobre un banco en fondo blanco.
3c2f5e5c8e833649,Trees on the field.,"Paisaje de árboles, pastizales altos y cielo azul despejado."
3c3cb6c4365197e4,Pink flower in green background.,Acercamiento a dhalia rosada.
3c40bd673692814c,An aerial view of an old European city with clouds above.,Imagen de ciudad vista desde parte alta cerca de árboles.
3c6c6ce8aad32d04,A beautiful houseboat with a gold colored house on the lake.,Embarcación navegando un río.
3c6e5cb6f18c0365,A person standing near an old vintage car.,"Viejo auto negro clásico sobre el pasto, ut amarillo y persona al fondo"
3c83ee65c4b3adbc,Strawberries and chocolates on pizza.,Tarta de frutos rojos y chocolate sobre una mesa.
3ca44a7f2d6f4a3f,Reflection of trees in a pond with a stone wall and walkway around it.,Estanque artificial sucio en parque con árboles y áreas verdes.
3cdf4e7ee8a900c4,Road in the countryside.,Camino de terracería en medio de áreas verdes con árboles.
3cf2b33e9e01574f,A person near a campfire.,Mujer encendiendo una plancha de gas sobre el suelo al aire libre
3cfd8d1a8dc19e16,Terraces covered with muddy ponds on a mountain slope.,Minas de sal en una montaña lodosa con hierba verde a la luz del día
3d10469999653ce9,A girl near a mounted mixer with a whisk on it.,Niña recibiendo una paleta de hielo cubierta con chocolate en un mostrador
3d22eabbdc36b765,A food item and sauce on white plate.,Bocadillos fritos y un recipiente con salsa en un plato blanco sobre la mesa
3d281cd4e2eac55d,Aircraft at the airport.,"Pequeña avioneta blanca en el aeropuerto bajo el sol, cielo azul"
3d4b1de3236a2ae7,Two dogs looking at each other under a table.,Dos perros con pelaje oscuro mirándose frente a frente
3d5fad90706bd76d,Cars parked on the road.,Coche tipo vagoneta color gris estacionado a las afueras de un edificio residencial durante el día
3d60c7c546ccab76,Dusk with clouds over a mountain in the distance.,Humo negro de un incendio bloqueando la luz de una puesta de sol
3d7a9b76e4a14db1,Two persons in Halloween makeup pretending to eat a long red thick noodle.,Hombre y mujer disfrazados de zombies comiendo un alimento rojo delante de un fondo negro
3d7b3f5affa20c8c,Turkish bread with sesame seeds on it.,Panecillo de masa blanca con especias sobre una tabla de madera en la mesa
3d8264239bfedad9,A sculpture is surrounded by buildings.,Escultura esférica simulando el mundo con un péndulo colgando en calle de un poblado.
3d8b56aee4f87373,A chevrolet suburban SUV standing on the road.,Camioneta parqueada en estacionamiento de pequeño conjunto de tiendas.
3d9fbba086653aa5,A man on the bull at a bullfight event.,Toro embistiendo a torero en una corrida en una plaza.
3da1c9ad24d66c04,A picture of an atari 520st on its owners manual which is placed on a white cardboard box.,Manual de uso de antiguo computador sobre caja.
3dc217d78747fa15,Two soccer players kicking a soccer ball.,Jugadores de football en la cancha.
3dc26c257e4d3d9a,An old woman selling food items on the street.,Señora usando sombrero vendiendo especias varias en puesto de la calle y otro puesto detrás de venta de bolsas.
3dc97071ba03f8f8,Two men and one woman posing together wearing id cards.,Dos chicos y una chica posando para foto frente a cartel de evento.
3dd2767e9d5d83d8,River in between the rocky landscape and mountain.,Rio de rápido mi mama con piedras y montañas
3de993090575e1e1,An upwards view of a high mast lighting pole with blue sky.,Lámpara alta y cielo con nubes
3e075c23fde7edc8,Camo assessment team posing together on the field.,Soldados en formación armados en el campo
3e2ccde1261061fc,Red-billed gull standing on the land and grass next to it.,Bonita ave parada en la tierra y pasto
3e2e0ae41f1cc626,Many tadpoles in clear water.,Renacuajos en agua de estanque.
3e41121bc185611f,Nissan silvia car parked in the parking lot.,Auto deportivo estacionado en cajón.
3e7b8ebd2dcbba32,A close-up of the head of a tortoise eating a leaf.,Acercamiento a tortuga sobre el pavimento.
3e856829e6b74d1d,Men suit on the mannequin.,Maniquí de caballero en aparador con traje
3e97152fc882738c,A black jacket on the hanger.,Camisa en mercado de pulgas.
3ea0739106e065a6,The airplane at the airport under the sky.,Hombre de traje con radio junto a avión en pista de aeropuerto
3ebf5fa7eaae45c0,Entrance of a cave.,Salida de una cueva vista desde adentro
3edd6e3b2b30f57e,Modern bridge at night.,Torre moderna con fotografías al frente y cielo nublado al fondo
3f0cfc0136335c65,Three arches in a building.,Pasillo vacío en un hospital
3f268ccfd399a8ff,"Large industrial room with boilers, pipes and other machinery.",Sala de calderas industrial
3f2be467516b7eed,A person standing near a tower.,Hombre bajo la lluvia en un campamento en la plaza de una ciudad
3f40f02d9827a692,The purple flowers in the garden with green background.,Flores color violeta en un jardín junto a una pared
3f476bc1374dcace,Two ancient coins on red background.,Dos medallas con figuras de ángeles en una tela roja
3f7c741f9b39d240,A car on grassland.,Camioneta Mercedes-Benz gris estacionada en el campo
3f83c82d01dedb91,Ancient ruins with foundations of buildings in a grass field.,Parque con pasto verde entre árboles bajo el cielo azul nublado
3f8d419180fcb573,A closeup view green peas.,Acercamiento a un montón de guisantes verdes frescos
3f8ece6283f3c56c,Second hand clothes and bags at a market.,Montón de bolsos de cuero y tela de distintos colores
3fcbe523440570d9,Semla with cream on white plate.,Panecillo con crema sobre plato blanco y una bandera de Suecia
3fcfd2eecfd13213,Two persons are standing in a street.,Hombre fotografiando a otro hombre en un callejón de noche
3fe0ed7d53536a07,A tower and cars at a distance.,Plaza con un obelisco al centro y un edificio de oficinas al fondo
3fece467cdee7eb4,A portrait of a small animal in the water.,Un ser gris con líneas negras y manchas amarillas sobre una roca
3fed8dd5718fb2d4,A bowl of mussels and clams.,Plato de mejillones y almejas con bebidas y vasos al lado
3ff5328a07b18c28,Information is displayed on a paper.,Anuncio de una feria con productos para bebés y mujeres embarazadas
3ff85554115f8cc2,A stone wall built with tight fitting stone bricks without mortar.,Acercamiento de una pared gris hecha con ladrillos
402af2b1d710c887,Church beside a building.,Fachada de una iglesia con jardín y árboles durante el día
403c298cda213129,Two cardboard boxes on a foldable table with a pack of water bottles under it and a cooler beside it.,"Mesa portátil con mantel de plástico y dos cajas de donas, aguas desechables y hielera"
403d9d15d13c8093,An aerial view of the city.,Vista aérea de una zona urbana en medio de grandes áreas verdes
403ebe00ae583bed,A woman and a child are hiking in the forest.,Madre e hija paseando por camino en medio de la naturaleza
4049125e5bcc5f60,A person is skating on a curve in the ice rink.,Hombre profesional patinando en pista de hielo
405dba9ff205ca83,A person holding mike is in front of the laptop on the table.,"Hombres en escenario, joven halando por micrófono, escritorios, laptop y carteles informativos"
40782300618ab6ea,Three men sitting near a dining table.,Una mujer y dos hombres sentados en un restaurante al aire libre de noche
40b1e60462b975ee,A closeup front view of a branded black car on the road.,Frente de auto negro lujoso estacionado en la calle
40b74d7e6c073f52,A bowl of creamy soup.,Sopa cremosa de maíz con especias y pan flotando en plato decorado
40b927705f74c053,Two people wearing hats are posing together.,Dos chicos con sombrero posando frente a mostrador de aerolínea
40eb7b75928b7955,Two people are posing near a statue.,Un hombre y una mujer posando frente a restos de un templo egipcio
410ffbca20263c04,An altar with several statues of deities at different levels.,"Antiguo templo budista, esculturas de deidades en pedestales de piedra"
41138715e0b7695e,Chefs making food in the kitchen of a restaurant.,Chefs preparando comida en la cocina de un restaurante grande
411ebc4159432cab,Notes in hindi and english written using white chalk on a blackboard.,Acercamiento de pizarra negra con apunte escritos con gis
412f42d5a511fb4d,An old photograph of houses with trees behind them.,Imagen antigua de casas de un vecindario con cercas pequeñas
412f85a91d5fb9e9,A park with a pond and fields in the background.,Parque de juegos con puentes y escaleras de cuerda a la orilla de un estanque
413cf7c3da903213,Black hornbill bird standing on a metal railing.,Clase de ave con distintivos colores posada en un barandal.
4144436bb9891da6,Beautiful scenery with reflection of trees in water.,Lago rodeado de área con pastos y árboles de día.
41527b065897a6a9,An osprey is flying in the sky.,Ave de gran tamaño volando por el cielo azul despejado.
4155fe9785d884a7,Words etched on cement wall.,Escrito tallado en el tronco de un árbol talado.
416cc6ddf5e3a8f2,Ruin of a long standing settlement.,Ruinas antiguas en medio de la naturaleza y cielo azul
417c758c430d3b34,Beautiful cannonball tree flower.,Acercamiento de flor de árbol de bala de cañón en las ramas del árbol
41b74457569c3d77,A half eaten bao held in a hand.,Mano sosteniendo un alimento de harina blanca con vegetales oscuros
41c9a881abbd32d6,A close up of bunches of ripe bananas.,Acercamiento a bananas.
41c9f4a8ab51f510,A close up of a blue cornflower in a bush.,Flor de azulejo en medio de un prado con vegetación muerta y verde bajo el sol
41e1029c92552095,Plumbing part lying on a wooden table.,Pieza de tubería de metal sobre una superficie de madera
41eb3c7cbfde9f48,A row of vodka bottles in a shelf.,Estante con botellas de vodka en diferentes sabores
41f0af6bd5f6c932,A night view of the moon.,Luna en el cielo durante la noche
420734bd51eb600a,An ancient building with face detailing.,Escultura de piedra en arquitectura antigua
421d21e008200bd9,Fire outside a house.,Chimenea en llamas en el patio
4227bf79c7da30af,Restaurant with customers.,Interior de clásico restaurante europeo con comensales
4233046a6f7313d8,A close up view of a harvester in the fields.,Tractor en medio del campo trabajando
4236641eddcfa9a1,A helicopter in the runway.,"Helicóptero alzando vuelo en la pista, ciudad al fondo"
4256f64c3114b0ba,Three people posing for the picture.,Jóvenes amigos asiáticos posando para la foto en el parque
4276248a81d6d4e1,A beautiful view of sunset and a cloudy sky.,Grandes nubes sobre una gran extensión de tierra con luz solar al fondo
4295c83284493435,Man drawing tattoo on a little boy's hand.,Hombre dibujando sobre el brazo de su hijo en el jardín
4296c6bbed0d3553,A man and women working.,Pareja mayor levantando algo en el exterior
42b991d9d908b5fc,A stone wall with hieroglyphs on it.,Pared de ladrillos de piedra beige y hombre caminando
42cdf62be2cd206c,"Outdoor restaurant,cafe with chairs and tables.",Restaurante con terraza en la esquina de la calle de la ciudad
430696940d7ec90e,A man standing near the canvas art painting on the wall.,Un par de jóvenes junto a una pintura llena de gente violenta y sufriendo
430764811e41cef3,A young man speaking on the mike.,Chico dando una conferencia frente a un grupo de gente
4311a68f5eeafc07,White new branded car.,"Coche de lujo color blanco en exhibición rodeado de personas, poca iluminación"
432313e44b40ab87,A portrait view of an old lady sitting in a chair with the background of a red wall.,Mujer con suéter verde haciendo ademanes mientras habla sentada en silla de madera
43308b17dbde2729,A bridge over the river with glass railing and a structure over it.,Estructura arqueada de metal color negro en el centro de un puente sobre el río
433a6b2a5bf8d0e7,A old building in the evening.,"Vista desde la calle del Coliseo Romano durante el día, cielo azul"
435a3edf6cbab131,A portrait of a blue t-shirt with tags placed on the carpet.,Playera azul con etiqueta sobre tapete gris
436541dd8bfa9c70,A portrait view of a gemsbok in a closed area.,Antílope en jaula de zológico de día.
43675e12ca72b26f,A gaming character army soldier beside the gun.,"Soldado en movimiento alejándose de un mortero activo, luz de sol"
438970f282929dbe,A car on the road surrounded by buildings and trees.,Auto compacto estacionado en lugar de parqueo en zona de edificios.
4392a45d4725388b,Clock tower surrounded by crowd below the sky.,Campanario en sitio turístico de gran afluencia.
4396ad1640d10501,Inside a church.,"Interior de una iglesia con decoraciones en color dorado, piso con alfombras rojas y blancas"
439c97a9922ff036,A closeup view of a ice cream in a glass placed in a plate.,Helado color rojo y blanco en una copa de cristal con dos cucharas sobre una mesa de madera
43a944d538f4d471,Computer processor cooler.,Procesador de computadora sin tapa moderno
43b78bfa9b78d66f,An old construction building surrounded by trees.,"Edificio descuidado con paredes derrumbadas, escaleras, barandal y escombro"
43ced7bd90636236,A closeup shot of a t-shirt.,Acercamiento de bordad en tela blanca alusivo a un negocio y sitio web del mismo
43d0f8971e50ac18,A portrait view of a girl drinking coffee in the night with the background of lights.,"Mujer bebiendo café en medio de celebración al aire libre, árbol de navidad luces y castillo al fondo"
43e5b15c095c5b60,A man walking towards the mosque.,"Pequeña mezquita, jardín y pocas personas caminando."
445393a1ec88f1cc,Several snapdragon flowers on bushes with green leaves.,Acercamiento de cierto tipo de flores en campanilla.
445b2eba287dd5a4,A close-up of a bronze statue's hands on its knees.,Acercamiento a estatua de metal manos sobre rodillas.
446da3717b9775c4,Conference room through wooden door.,Puerta abierta de sala de conferencias con evento en progreso.
448e8aa2b7fc9df4,Pink flower surrounded by green leaves on the tree.,Acercamiento de flor en arbusto.
44abaf04b11b0bd3,A woman holding a wooden board.,Chica posando detrás de publicidad de una cafetería ubicada en lacalle.
44eaa4c39b59facd,Deep fried fish on a white tray.,Quesadillas fritas sobre un plato extendido en mesa de madera.
450dc8db3bfee2c9,Two men are sitting near a white table.,Dos hombres en traje revisando unos documentos.
451da01b621c0988,A plant is hanging in front of the house at night.,Árbol plantado en gran maceta redonda sobre la calle de noche.
453078553cf9f56f,A man is standing and posing with stems.,"Hombre presentando cierto producto y proceso del mismo, en un evento."
4535e7d2e12f91f6,Landscape of mountains.,Lago visto a través de copas de árboles y montañas de fondo.
45461d8e9c8f8d39,A text written on the pillar.,Señalización en puertas de un recinto.
454c68f0cec1a8da,Graffiti on the white wall with the words ¨ the church ¨.,"""Graffiti imitando a las letras del logo del padrino, pero en su lugar """"La Iglesia""""."""
455585332fff34d0,Burning trees at night.,Pintura en colores cálidos y fríos de un árbol.
455d9b74b7ed3760,Telecommunication tower against the blue sky.,Escultura de metal con esferas en colores primarios vista desde abajo.
45955cf0321db960,A flight on the runway.,Avión de pasajeros estacionado en en pista de aterrizaje.
45a194fb1f1003e0,Underground escalators where a woman is going downwards.,Escaleras eléctricas del subterráneo con pocas personas
45ac5a72e5ec3f2e,A boat on the lake with hill rocks around.,Bote en el lago en medio de las montañas en bonito día
45c9f6bf4efac632,The board with information on the wall.,Folleto de sitio turístico en la naturaleza sobre mesa de madera
45cff207c1a25fe6,An empty planter in a garden.,Bote de basura decorado.
45e77539ace27f7b,A close up view of three beer glasses.,Copas con cerveza en su interior.
45f9e2c6f008f037,A bench in the park beside the walking track.,Quiosco en medio del parque con banca vacías
45fc8069f2d1c4a9,A focused view of sand texture with black dark background.,Textura de roca.
4619a463882565e2,An abandoned old factory.,Interior de vieja fábrica abandonada
462b79af7fb7cbaf,Rice fields on the hill.,Vista aérea de campo verde y pequeña cabaña
46331e014b010231,A man recording with a music instrument in the studio.,Hombre en estudio de radio con audífonos y micrófono
465a9b45a5a1dbef,A macro shot of a palm leaf at outdoor.,Acercamiento de hoja verde de palmera
4673b4d2b1f73f9b,A yellow color liquid on the floor.,Muestra para microscopio de miel
467d2cd5e6e5cdc4,Entrance of the supermarket.,Local de tienda comercial vacío
468055081d9dec72,Aerial view from the plane window.,Vista aérea de bonito paisaje y pequeño pueblo a través de la ventana de avión
4747484203bc82e7,Pink flowers on three stalks surrounded by grass.,Orquídeas salvajes en el campo
47569992c536055b,The old roof buildings below the blue sky.,Vista desde lo alto de los techos de un pequeño y viejo poblado
4776bc40e4fe9f26,A lady bending and holding a football on the ground.,Chica jugando fútbol americano en instalación deportiva
47812e6ff048ba05,A portrait shot of mountain with snow.,Montañas rocosas con un poco de nieve.
478a7e6513ac2346,Two men posing with the table foosball.,Amigos jugando futbolito y bebiendo.
47b00378277dfcf2,Bell shaped yellow flowers in a grassy field.,Flores campanilla creciendo entre el pasto de un campo.
47c74190bd49760c,Vegetable soup garnished with coriander leaves.,Crema de queso con tocino y algunos vegetales.
47d5268603f008dd,Cpu placed on the floor.,Parte interna de un equipo de cómputo.
47e21d3b62fafdc8,A cessna citation mustang on the airport.,Avioneta privada estacionada en pista de aterrizaje.
47fa104110ced6f9,A portrait shot of the white towels on the table.,Toallas blancas en forma de elefante.
47ff048d568062c4,A brass barometer hung on the wooden door.,Barómetro con placa empotrado en pared de madera.
480d7ac4493a248c,Hanging vigil lamps in the dark.,Candelabros para velas con motivos religiosos en exhibición
4814e44c3e50f48a,Small yellow flowers on a green ground covering plant.,Acercamiento a los tréboles de un jardín con pequeñas flores amarillas
482c1b62496261cb,A beautiful wedding card on the floor.,Tarjeta de agradecimiento de una boda con estampado de flores
483ade136f9e676d,A garmin GPS device in a hand.,Gps en la mano de una persona
4889e72e0292c6a6,A view down a long slope surrounded by stadium seating.,"Vista aérea de planta hidroeléctrica, carretera vacía y arboles al fondo"
4893e29c882fcb9a,River in between the trees with cloudy sky.,Rio y naturaleza con postes y cableado
4898eb2a939f012d,Honda cbr250r on the land and field next to it.,Motocicleta estacionada en camino rodeado de naturaleza
48a211ad0792aa28,Shirt and jacket hanging on the mannequin.,Maniquí de hombre con ropa casual y letrero de marca arriba
48a5c7bbbd8c5e51,Female mannequin faces in a shop window.,Cabezas de maniquí en aparador de tienda antigua en blanco y negro
48acf954097905f6,Front part of a classic car.,Cofre de automóvil amarillo clásico sobre el pavimento
48b4fc329d8dc119,Boats on a lake next to a mansion and a dock.,Lujoso hotel con lago artificial y pequeños bungalós sobre el agua
48b65d74573eef74,A bald eagle flying in the air with a stone cliff with green patches in the background.,Águila silvestre volando en la naturaleza
48bb978cd3a34348,Freshly baked muffin on paper napkins in a white plate.,Panquecitos servidos en plato extendido sobre mesa.
48c8dedf2642542f,Red flag with no swimming sign and river.,Bandera para señalar que no se puede nadar en el mar.
48d5232393f42b80,A bald man holding mic at an event with a blurred background.,Hombre con cabeza rapada cantando en evento.
490984b5a87aa392,A man and lady posing together.,Hombre abrazando a mujer que se encuentra sentada en un escritorio dónde hay laptops.
49135f224973c24f,Husky dogs on snow surrounded by dry trees.,Perros de raza husky con correas descansando en la nieve.
4957b80857990d76,A close-up of a branch of an evergreen tree.,Rama de árbol llena de hojas.
495b434b38a66129,Three wildebeest eating out of a metal trough in a field.,Ñus alimentándose en reserva natural.
496b018bde21dbbf,A beautiful modern building exterior.,Patio común y edificios modernos con bonitas marquesinas en la entrada
496dda72a44c9822,Race cars at pit stops by the racetrack with a large crowd in the stands.,"Autos de carrera en la pista, personas en las gradas del recinto y equipos realizando mejoras."
496fa2685bbb86ee,An olpc xo computer on the floor.,Computadora de juguete sobre suelo.
49a7af8531d65040,A sparrow standing on the sand of the desert.,Un ave sobre la arena sola en el desierto
49c29738b20248a7,A close up side view of an ancient architecture of the temple under the white sky.,Exterior de iglesia antigua con grabados de piedra en la pared
49c5d253b5a7ff9d,Pink and white beallara orchids.,Acercamiento a orquídea blanca con morado.
49d71f5910fb0d8f,A beautiful view of a winter landscape frozen lake under the white cloudy sky.,Paisaje de nieve.
49ee4ebe3dce3950,A panoramic view of a town where people are walking among tall buildings under the blue-white sky.,Glorieta con monumento en ciudad clásica de piso empedrado y personas transitando.
4a16463cc0ef199a,Tree on hill overlooking valley.,Árbol en paisaje de montañas con pastizales en distintas tonalidades.
4a25f1fba1f6ac60,Mini strawberry tarts on a black tray.,Mini tartas de fresa en charola.
4a273dd6ec3efc58,A close up view of a miniature dachshund puppy on a gravel road.,Perro de raza dachshund sobre arena en un patio.
4a682ca160c3e2c2,Three men singing a song together by using musical instruments.,Tres hombres tocando música en un club nocturno.
4a82af2f402f4b55,An old abandoned house on the street.,Retrato de fachada de lugar abandonado en blanco y negro.
4aab93002b968500,Beef tenderloin and fried potato with tomato sauce on the white plate.,"Pato acompañado de salsas y pan, servido en plato."
4ac91d92b67b599e,Amethyst crystals in a rock.,Piedras de amatista con pirita de fondo desenfocada.
4acbf9e942907ccc,People are fishing from the bridge.,Hombres pescando desde el puente.
4acf140baf27c62f,Four people in a off road cycle race.,Personas andando en bici en carrera en el bosque de día.
4afd86685cdd842e,Beagle dog in the green bushes.,Perrito de raza beagle sentado en el pasto.
4b03233bd0db4335,Glass of a chocolate milkshake served on a table.,Café con chocolate sobre mesa de madera de un restaurante.
4b6de0c45f544178,A young man with a smiling face.,Retrato de hombre con personas en lugar al aire libre de fondo desenfocado.
4b7eadc0e5fdc980,A long golden gate suspension bridge.,"Puente de golden gate, lago y montañas al fondo"
4b8f015c907f87f5,French fries topped with cheese and other toppings on a black paper in a wooden plate.,Papas a la francesa con queso sobre papel negro
4ba8f8bfd407ac74,Stone ruins in the mountains.,Restos de antigua civilización en zona árida.
4bcd99e6ce9e05cb,Girl in a black top posing for the camera.,Mujer joven asiática con cabello largo y blusa negra delante de una pared azul
4bd161643913af21,"""""""i'm back"""" spelled out by block letters, surrounded by other assorted block letters.""",Acercamiento de frase hecha de letras didácticas
4bee44348bae4289,Old abandoned building near the railway line.,"Ruinas de un antiguo edificio sin tejado, trozos de madera y hierba creciendo en el suelo"
4bf20fb66afa3475,Mother and child impala in dry bush.,Antílope con cría sobre la sabana
4bf6267f5cc23de9,Mountain ledge with the blue sky and ocean in the background.,Montaña y mar abierto con cielo azul
4bf7b2e9cbdc9721,A girl dancing on railroad tracks.,Mujer joven bailando en medio de dos vías de tren bajo el sol
4c0bb6c4d7754800,A girl holding and speaking into a mike while standing beside a tall speaker.,Mujer rubia con lentes de sol hablando al micrófono bajo el sol
4c107214eb81077a,Variety of dishes on a plate.,Fotografía de platillos japoneses varios servidos en tazones cuadrados y rectangulares.
4c1f082ea5f31db4,Two men are standing on the field.,Plantación de plátanos en una montaña junto al bosque
4c8f87739eae0cca,A very colorful sea slug called goniobranchus coi on the rocky sea floor.,Invertebrado color amarillo y marrón deslizándose sobre rocas en el agua
4c9e04430c3f9cae,A group of people gathered in a cultural activity.,Grupo de personas en feria divirtiéndose
4cca0331051eb601,People are whitewater rafting in a river.,Grupo de hombres en una lancha a motor moviéndose por el agua
4cd513f2ac823f7c,A person is climbing on the rocky wall.,Persona escalando parede de roca y otra esperándole en el suelo rodeados de naturaleza.
4cd7691ee7b0ef9c,Common dandelion in the garden.,Acercamiento de diente de león sobre el pasto
4cd819bad039dbd8,Vegetable salad in a white plate on the wooden table.,Plato de pasta con vegetales y jamón sobre mesa de madera
4cecfeefb15443b7,A pug dog sitting with one of its paws on a person's leg on a couch.,Perro pug recostado sobre la pierna derecha de un hombre en el sillón
4cff3af1e869dd88,A man giving a presentation in front of several people in a dark room.,Hombre dando una exposición en auditorio en el podio junto a un proyector
4d10fa3a0898af8f,Spiral stairs in a modern building.,Foto abstracta con manipulación de perspectiva de escaleras y suelo
4d17686b27bd13b5,Sliced cheese and salad on toast on a white plate.,Tostadas saludables hechas en casa sobre mesa
4d1a670518ab565c,Club sandwich on a white plate served with a small bowl of shredded cabbage.,Club sándwich acompañado de pasta y papas fritas servido en plato extendido sobre mesad de madera.
4d2a58389bc580d4,A sculpture made of cloth and plastic with trees behind it.,Figura realizada con materiales reciclables en medio del bosque.
4d34d21663f55fa8,Sea and mountains at sunset.,"Vista del sol ocultándose tras una montaña rocosa desde el mar, cielo azul"
4d375418c1e8457c,Forest with moss in the trees.,Bosque con árboles y abundante vegetación
4d59e01f5fd77665,A sculpture made of many stacked silver metal balls standing in a courtyard surrounded by modern buildings.,Fachada de un edificio moderno con escultura al frente
4dad046c03d014db,Two boys playing with life sized soap bubbles.,Niños jugando a hacer burbujas gigantes de jabón
4db5d762a73c5abc,People standing in the seminar hall are watching the projector screen.,Gente en el escenario de un auditorio sin público presente
4db9da983223cc99,A plant with several stalks that each have one flowers at their tips.,Campanilla de febrero en un jardín
